NaN	0.0583249	0.057941	0.0580371	0.0580467	0.0581254	0.47217	0.732402	0.539802	0.853876	0.445242	0.68545	0.637655	0.537665	0.559615	0.857154	0.4577	0.458167	0.44606	0.403193	0.42269	0.367046	0.332916	0.333576	0.256883	0.293209	0.196342	0.325759	0.197226	0.125538	0.471337	0.0928665	0.0582663	0.062525	0.158106	0.16094	0.0593076	0.195894	0.238971	0.236505	0.308027	0.319695	0.312399	0.246166	0.436242	0.0719101	0.0352644	0.184945	0.227442	0.225632	0.194009	0.201869	0.244375	0.197657	0.336211	0.261067	0.197434	0.161687	0.12562	0.139876	0.0562393	0.0912527	0.0908775	0.0590743	0.104501	0.0907098	0.124155	0.059118	0.193097	0.0922452	0.0580624	0.0899216	0.0590014	0.0564648	0.0914123	0.125329	0.0570275	0.0580403	0.057799	0.0911511	0.0582865	0.125679	0.0576673	0.0570222	0.0927945	0.0571461	0.0575114	0.0582873	0.0566659	0.0586508	0.0572591	0.0571481	0.0594865	0.0564346	0.0574552	0.0582707	0.0574047	0.0576865	0.0578882	0.0569204	0.0576369
NaN	0.0583128	0.0579855	0.0580177	0.0580211	0.0581511	0.4708	0.728333	0.539881	0.853961	0.445114	0.67572	0.621127	0.53777	0.542343	0.856898	0.469082	0.422332	0.446323	0.392886	0.405315	0.353589	0.3474	0.357128	0.294731	0.29633	0.227276	0.326049	0.193178	0.140106	0.467343	0.0895011	0.0617256	0.0718605	0.144895	0.152383	0.0722399	0.1906	0.245088	0.220795	0.291231	0.295872	0.305052	0.232504	0.431093	0.0715426	0.0349115	0.176062	0.23866	0.223145	0.193895	0.216562	0.234395	0.251657	0.30219	0.194135	0.138649	0.168281	0.115168	0.140905	0.0563692	0.114804	0.117878	0.0826658	0.100084	0.0906973	0.080726	0.0631087	0.141631	0.0888552	0.0840676	0.0735882	0.0689185	0.0734026	0.0890121	0.108668	0.074078	0.0649086	0.0883629	0.0672054	0.0753728	0.0674857	0.0645306	0.0706029	0.0620398	0.0673246	0.0608898	0.0617234	0.0566375	0.0586627	0.0705598	0.0571178	0.0591659	0.0635103	0.0644156	0.065079	0.0609228	0.0576759	0.0612418	0.0569336	0.0576308
NaN	0.0583077	0.0579767	0.0580167	0.0580327	0.0581467	0.470933	0.726346	0.539441	0.853524	0.445229	0.673895	0.607266	0.526882	0.544368	0.778348	0.472528	0.42541	0.446614	0.396374	0.371623	0.349535	0.365913	0.356363	0.303532	0.345949	0.21022	0.323897	0.201033	0.143774	0.419144	0.0895403	0.0652529	0.0750197	0.139841	0.145671	0.0594096	0.203379	0.238089	0.220648	0.260058	0.282175	0.278021	0.225886	0.42868	0.0708078	0.0395439	0.190619	0.234762	0.226155	0.193811	0.203739	0.246156	0.244873	0.273923	0.204488	0.163	0.154786	0.118859	0.144901	0.0596037	0.108628	0.111392	0.133853	0.122768	0.0946037	0.104397	0.0725684	0.162222	0.0888851	0.0851638	0.0836832	0.082731	0.0940728	0.0890618	0.0815083	0.0706776	0.0647756	0.0746704	0.0705353	0.0649538	0.0675948	0.0644406	0.0706023	0.0689248	0.0639747	0.0643001	0.0651893	0.0602154	0.0586984	0.0810581	0.0571219	0.0728942	0.0738975	0.0644118	0.0617231	0.0608549	0.0611512	0.0681199	0.056893	0.0610426
NaN	0.0582999	0.0579794	0.0580275	0.0580245	0.0581409	0.470274	0.718534	0.546953	0.852726	0.473729	0.663327	0.59265	0.526426	0.547507	0.697516	0.455022	0.415972	0.446513	0.375854	0.388884	0.360622	0.36179	0.360329	0.297284	0.292365	0.223744	0.316523	0.197298	0.154307	0.348225	0.110295	0.0788559	0.0708014	0.120124	0.1451	0.0968913	0.19848	0.251804	0.266334	0.260727	0.298058	0.289963	0.21617	0.420896	0.0613282	0.0401595	0.181778	0.238088	0.230225	0.19374	0.211564	0.241821	0.244399	0.26198	0.162992	0.162288	0.151842	0.134983	0.124104	0.0700872	0.114878	0.11118	0.120213	0.105027	0.0943232	0.0841235	0.086353	0.15196	0.0821856	0.0737215	0.0943182	0.0759951	0.0832095	0.082251	0.0948673	0.0777535	0.0749805	0.0921348	0.0670204	0.0788821	0.0780262	0.0680037	0.0776985	0.0620209	0.0674627	0.0730616	0.0616322	0.0602356	0.0585254	0.0706958	0.0572117	0.0659803	0.0633343	0.0641823	0.0616812	0.0679198	0.0611145	0.0577364	0.0672834	0.061088
NaN	0.0583215	0.0579732	0.058014	0.0580349	0.0581356	0.471238	0.707178	0.54633	0.853529	0.481465	0.661223	0.623296	0.532613	0.527001	0.650934	0.467814	0.447451	0.446182	0.389134	0.31916	0.359591	0.368956	0.363133	0.29406	0.291751	0.216785	0.279208	0.194804	0.164712	0.225754	0.0999339	0.0714712	0.0776471	0.141023	0.141452	0.158247	0.21772	0.236314	0.259269	0.269311	0.273185	0.286011	0.218328	0.423252	0.0629634	0.0579521	0.18772	0.252557	0.236319	0.206016	0.221851	0.240454	0.226481	0.252	0.187063	0.151882	0.137654	0.118842	0.127533	0.0794863	0.104747	0.101161	0.140744	0.101241	0.10498	0.101338	0.0809135	0.134771	0.0788044	0.0951481	0.0874141	0.0791231	0.0770306	0.0922629	0.0844526	0.0745236	0.0714223	0.0814259	0.0706104	0.065011	0.0882678	0.0746903	0.0674388	0.0618983	0.0744711	0.0660993	0.0684539	0.0571068	0.0600632	0.0642974	0.0570884	0.0622668	0.0635254	0.0696526	0.0651547	0.0643182	0.0680528	0.0679761	0.0603377	0.0645793
NaN	0.0583192	0.0579867	0.058005	0.0580177	0.0581286	0.470631	0.667428	0.540285	0.852507	0.468641	0.676371	0.626402	0.537354	0.527062	0.700576	0.462197	0.435854	0.446699	0.396092	0.410544	0.364113	0.358809	0.356294	0.311999	0.315189	0.230299	0.284463	0.198636	0.147027	0.284844	0.0928938	0.0825232	0.090178	0.127602	0.144774	0.171734	0.20314	0.245905	0.214523	0.240305	0.276691	0.279448	0.21896	0.397446	0.168277	0.0851683	0.18691	0.22297	0.224026	0.194243	0.230678	0.22951	0.246525	0.217455	0.167002	0.191267	0.118947	0.119886	0.133537	0.117668	0.0981916	0.121538	0.116795	0.0973917	0.118825	0.104888	0.062406	0.0935043	0.0753791	0.090841	0.080548	0.0896302	0.0733164	0.0922414	0.0779282	0.0949116	0.0816628	0.0749245	0.0648369	0.0822751	0.0674607	0.078276	0.0604988	0.0655019	0.0673561	0.067682	0.061577	0.0738796	0.0615317	0.0775566	0.0574922	0.0656198	0.0638368	0.0642817	0.0719898	0.0609676	0.0678667	0.068154	0.0604178	0.0574913
NaN	0.0583009	0.0579797	0.0580053	0.0580216	0.0581358	0.46715	0.714691	0.542062	0.854295	0.494309	0.661296	0.628642	0.539513	0.549093	0.588393	0.458631	0.463874	0.446007	0.38618	0.404642	0.365214	0.346971	0.363658	0.317675	0.296284	0.240912	0.273792	0.187424	0.171772	0.277724	0.109957	0.0854353	0.0915308	0.139512	0.139682	0.181192	0.215911	0.2532	0.252322	0.246407	0.261342	0.278032	0.245652	0.431159	0.138519	0.0731515	0.183303	0.245154	0.227208	0.196408	0.233377	0.240893	0.230477	0.217139	0.192684	0.168214	0.137716	0.121433	0.101022	0.0755075	0.118604	0.118438	0.113506	0.113812	0.0913314	0.111742	0.077994	0.0800269	0.088791	0.08496	0.0774474	0.0861113	0.07729	0.0786994	0.0824703	0.0779834	0.0915691	0.0750426	0.0843568	0.0821676	0.0709808	0.0747536	0.067239	0.0652625	0.0709898	0.07458	0.0751286	0.0603997	0.0683254	0.0744759	0.0675688	0.0792787	0.0705172	0.0594001	0.0684045	0.0676344	0.0698886	0.0714263	0.0638483	0.0611999
NaN	0.0583094	0.0579854	0.0580095	0.0580186	0.0581491	0.466992	0.699864	0.545767	0.850669	0.530208	0.655656	0.621445	0.532449	0.52773	0.619961	0.457907	0.423853	0.445668	0.400922	0.373328	0.357293	0.367037	0.368304	0.306405	0.307297	0.230867	0.260903	0.193294	0.150457	0.249622	0.110047	0.0885468	0.0789396	0.120409	0.140008	0.191215	0.221828	0.251086	0.25273	0.256373	0.266987	0.277972	0.213203	0.404608	0.292774	0.049248	0.19709	0.240748	0.223008	0.210498	0.218957	0.219887	0.22441	0.207027	0.17976	0.210478	0.140264	0.144031	0.115652	0.135874	0.119109	0.101281	0.133382	0.114755	0.0980278	0.0980424	0.10071	0.13189	0.098713	0.0930955	0.0702953	0.0915884	0.0909308	0.0717534	0.0810919	0.0640543	0.0933852	0.0888133	0.0819811	0.0854806	0.0711381	0.0817065	0.0709758	0.0800734	0.074013	0.0672404	0.0753273	0.0743254	0.0825316	0.0775994	0.0730347	0.0896819	0.0605697	0.0700109	0.082224	0.0610544	0.0658403	0.0748429	0.0672922	0.0680672
NaN	0.0583412	0.0579732	0.0580002	0.0580079	0.0581361	0.471039	0.695472	0.561252	0.822641	0.625836	0.66142	0.624219	0.528113	0.546339	0.385889	0.457543	0.437063	0.445036	0.39219	0.388622	0.372436	0.370688	0.345696	0.312271	0.300195	0.254547	0.253555	0.201679	0.17117	0.146668	0.0956671	0.0927873	0.101601	0.117912	0.130439	0.169701	0.205085	0.258669	0.261295	0.2564	0.283486	0.258341	0.240831	0.391416	0.36848	0.0618787	0.220251	0.222762	0.207718	0.205933	0.192661	0.242696	0.208332	0.202782	0.189106	0.13653	0.123297	0.141462	0.137521	0.154132	0.105232	0.124535	0.110501	0.104534	0.101908	0.115181	0.134516	0.0835966	0.0921731	0.088667	0.0842488	0.0854533	0.0872495	0.0720026	0.0861201	0.0813851	0.0870688	0.0900503	0.091085	0.0956928	0.0874066	0.0849985	0.0708285	0.0721624	0.0845864	0.0726828	0.0885494	0.0918282	0.071382	0.0710342	0.0607911	0.0790723	0.0811151	0.0641781	0.0719395	0.0680608	0.0802894	0.0850587	0.0746424	0.0749207
NaN	0.0583209	0.0579845	0.0579961	0.058033	0.0581147	0.46586	0.70737	0.54984	0.851761	0.566406	0.668977	0.621412	0.542074	0.540323	0.619138	0.475019	0.434457	0.445035	0.377869	0.392101	0.361381	0.359462	0.365	0.313363	0.295585	0.246894	0.234973	0.200706	0.153976	0.213229	0.122787	0.10582	0.0976547	0.120141	0.140433	0.12742	0.203594	0.257373	0.254085	0.270587	0.275987	0.260979	0.256665	0.406198	0.454186	0.114328	0.220095	0.234366	0.242141	0.194019	0.205828	0.207735	0.231188	0.192122	0.184163	0.183183	0.148234	0.153686	0.140812	0.13532	0.115907	0.128866	0.133552	0.121993	0.101225	0.11498	0.105641	0.11759	0.0923595	0.0880806	0.111876	0.0839209	0.0940509	0.0992682	0.113394	0.094708	0.0832429	0.104011	0.0738466	0.0923456	0.0882409	0.0922461	0.0885609	0.0960658	0.0881632	0.0771483	0.084445	0.0881336	0.0916974	0.0920105	0.0611116	0.096349	0.0740679	0.0822191	0.0788099	0.0781187	0.0750565	0.0677913	0.085042	0.0681234
