0.0807461	0.0807456	0.0807467	0.0807467	0.0807454	0.080746	0.080747	0.0807477	0.0807477	0.0807483	0.0807483	0.080748	0.0807477	0.0807483	0.0807473	0.0807466	0.0807472	0.0807463	0.0807463	0.0807469	0.0807459	0.0807462	0.080747	0.0807455	0.0807448	0.0807456	0.0807456	0.0807451	0.0807455	0.0807455	0.0807454	0.0807455	0.0807448	0.0807454	0.0807447	0.0807453	0.0807445	0.080746	0.0807451	0.0807453	0.0807448	0.0807446	0.0807451	0.0807466	0.0807453	0.0807465	0.0807456	0.0807461	0.0807457	0.0807463	0.0807457
0.0806539	0.0806438	0.0806236	0.0806987	0.0807918	0.0805545	0.0806177	0.0805687	0.0807049	0.0804685	0.0806368	0.0805592	0.0806096	0.0805351	0.0803871	0.08077	0.08041	0.080806	0.0806404	0.0805087	0.0804261	0.080697	0.0805321	0.0817259	0.0802851	0.0863631	0.0804935	0.0810947	0.0813669	0.0807455	0.0803314	0.0823759	0.0823508	0.0841027	0.08296	0.0801555	0.0885365	0.0811841	0.0826716	0.0829599	0.0821581	0.08285	0.08092	0.0823709	0.0821312	0.0801492	0.0827837	0.0811603	0.0805108	0.0806213	0.0803866
0.0920967	0.0888955	0.0953086	0.102446	0.110225	0.111064	0.116094	0.124733	0.125605	0.122474	0.123262	0.123976	0.120761	0.1345	0.129607	0.125856	0.132991	0.131073	0.136234	0.136208	0.130383	0.11805	0.129032	0.136786	0.131858	0.131534	0.140614	0.124701	0.134695	0.144631	0.137582	0.12987	0.147032	0.133843	0.128305	0.136375	0.136942	0.13605	0.130838	0.141253	0.138556	0.146183	0.132757	0.150675	0.139469	0.138168	0.132261	0.142431	0.159542	0.125446	0.139018
0.154425	0.132997	0.132784	0.139248	0.13031	0.130218	0.130065	0.129336	0.129221	0.133603	0.1358	0.134327	0.1444	0.126069	0.139515	0.128993	0.136837	0.126239	0.132463	0.144249	0.124964	0.139254	0.142528	0.136604	0.132114	0.133797	0.136725	0.130793	0.136013	0.149601	0.145163	0.132552	0.148159	0.139658	0.138684	0.132734	0.116824	0.129226	0.13546	0.134534	0.139181	0.132956	0.127671	0.131931	0.125502	0.126199	0.14248	0.136205	0.133995	0.12772	0.131249
0.149949	0.147241	0.133159	0.13472	0.124748	0.123837	0.123734	0.126683	0.11954	0.120206	0.130487	0.12487	0.115375	0.121734	0.126436	0.124103	0.128616	0.124494	0.12971	0.132093	0.124306	0.12834	0.121218	0.12645	0.138664	0.110034	0.121704	0.123846	0.110471	0.128419	0.128602	0.129561	0.126017	0.12682	0.128084	0.131682	0.138009	0.129704	0.121153	0.12125	0.138896	0.141721	0.122126	0.136914	0.137837	0.128604	0.130635	0.125051	0.145902	0.121343	0.141051
0.130671	0.142077	0.133187	0.136686	0.134866	0.135218	0.129935	0.126776	0.125415	0.134556	0.130981	0.135122	0.128657	0.13398	0.139698	0.13375	0.139424	0.148863	0.122298	0.138026	0.14388	0.134185	0.140876	0.129418	0.1415	0.128847	0.138638	0.134516	0.129553	0.145089	0.138703	0.128786	0.138211	0.13226	0.14074	0.129211	0.150053	0.145592	0.141819	0.147096	0.145795	0.136232	0.145502	0.144568	0.14422	0.149073	0.138938	0.144822	0.142067	0.154796	0.147435
0.131025	0.128172	0.13853	0.140762	0.135175	0.144571	0.141739	0.141716	0.14273	0.136416	0.139337	0.147673	0.137005	0.131794	0.13784	0.143518	0.138138	0.149939	0.141043	0.133928	0.13617	0.148162	0.152769	0.146441	0.137334	0.136161	0.153637	0.133645	0.156314	0.15199	0.154188	0.157064	0.142522	0.156681	0.142108	0.150176	0.147902	0.14864	0.138573	0.152329	0.144082	0.152324	0.137737	0.145603	0.15406	0.148519	0.158385	0.147413	0.151973	0.167785	0.146725
0.142565	0.139333	0.13455	0.133928	0.134905	0.143992	0.13591	0.144772	0.137659	0.134578	0.131749	0.133772	0.144662	0.141454	0.13947	0.136653	0.144879	0.134885	0.131812	0.142818	0.140018	0.14347	0.143801	0.132007	0.138762	0.147561	0.138336	0.139293	0.148712	0.14196	0.13528	0.145169	0.147206	0.15222	0.14712	0.150626	0.133321	0.142021	0.136525	0.145743	0.151918	0.141274	0.149165	0.133947	0.153309	0.132162	0.139833	0.148534	0.139183	0.141756	0.137574
0.121842	0.122124	0.125214	0.123767	0.123234	0.128509	0.119458	0.125249	0.127284	0.122341	0.114943	0.126799	0.126837	0.116462	0.118	0.121387	0.130255	0.116311	0.121784	0.113524	0.12058	0.122044	0.118104	0.107014	0.124872	0.111791	0.126764	0.132998	0.111932	0.121745	0.114503	0.126883	0.12785	0.105997	0.118464	0.110699	0.114488	0.116472	0.116702	0.110842	0.112191	0.131425	0.111056	0.124331	0.120792	0.111679	0.112811	0.116937	0.105292	0.121047	0.128462
0.0954534	0.101247	0.102642	0.105551	0.104947	0.0983043	0.094213	0.0938064	0.0920579	0.0932808	0.0853976	0.0838867	0.0879643	0.086893	0.0966018	0.0890248	0.0812758	0.0961023	0.0867719	0.0831874	0.0848528	0.0912928	0.0997435	0.0861264	0.102291	0.0889592	0.103257	0.0932594	0.101712	0.0980636	0.0913351	0.101443	0.104848	0.0799733	0.102806	0.0937467	0.103554	0.0900287	0.0854227	0.0992633	0.0954211	0.0958741	0.100216	0.0992217	0.103308	0.0992666	0.0909347	0.118408	0.102714	0.0959254	0.100638
