NaN	0.0799348	0.0799349	0.0799353	0.0799346	0.0799352	0.0799349	0.0799348	0.0799345	0.0799351	0.079935	0.0799352	0.0799347	0.0799346	0.0799357	0.0799355	0.0799347	0.0799353	0.0799348	0.0799347	0.0799347	0.0799339	0.0799347	0.0799348	0.0799345	0.0799355	0.079935	0.0799349	0.0799347	0.0799354	0.0799345	0.0799356	0.0799352	0.0799356	0.0799348	0.0799345	0.0799348	0.0799347	0.0799354	0.0799357	0.0799355	0.0799356	0.0799351	0.079935	0.079935	0.0799351	0.0799345	0.0799348	0.0799351	0.0799355	0.0799352
NaN	0.0799792	0.0803322	0.0830239	0.0887777	0.0839367	0.0941679	0.0953628	0.0945515	0.094033	0.0958376	0.0929196	0.0921481	0.0899266	0.0948212	0.0856111	0.0885604	0.095514	0.0964283	0.0750331	0.097404	0.0998306	0.0887887	0.09753	0.0906715	0.086479	0.0897965	0.0922836	0.0881104	0.089357	0.089424	0.0950984	0.0863964	0.0903821	0.087307	0.0889369	0.0938264	0.0936897	0.0935093	0.085376	0.0870494	0.0877849	0.0884698	0.0931381	0.0924711	0.0931862	0.0914021	0.0913639	0.0891389	0.0893649	0.0852054
NaN	0.14484	0.111497	0.113063	0.13531	0.109949	0.107175	0.103867	0.0973567	0.0934942	0.0898626	0.0943484	0.092697	0.0893589	0.0936119	0.0844914	0.0908399	0.107998	0.115265	0.0822495	0.102578	0.12865	0.0725549	0.124314	0.0995087	0.0977943	0.101132	0.106705	0.106176	0.0983647	0.111438	0.107212	0.101964	0.102444	0.101888	0.0992121	0.103296	0.104616	0.10626	0.100701	0.0997329	0.0994833	0.104179	0.115797	0.108807	0.105224	0.0978684	0.0973707	0.099653	0.101832	0.100819
NaN	0.126848	0.136432	0.146253	0.134468	0.108652	0.110934	0.101116	0.102985	0.094039	0.0809901	0.100239	0.105282	0.0968441	0.110806	0.101828	0.0945938	0.112783	0.125334	0.0595433	0.107683	0.159874	0.104024	0.139543	0.104913	0.0993189	0.10499	0.115215	0.0981577	0.0876376	0.10722	0.101593	0.0969288	0.0993021	0.0982394	0.0998005	0.104437	0.110055	0.0952635	0.09895	0.0927521	0.102841	0.103155	0.101872	0.103063	0.096973	0.102464	0.0983916	0.0959874	0.0970281	0.107015
NaN	0.140323	0.142381	0.123092	0.140331	0.138834	0.116212	0.100515	0.100771	0.1002	0.0942676	0.119947	0.114127	0.112202	0.114121	0.0898899	0.097224	0.117918	0.129918	0.0544091	0.130888	0.156373	0.0875015	0.142309	0.091097	0.10125	0.0962032	0.116017	0.100959	0.104832	0.11901	0.1113	0.109921	0.109132	0.109165	0.105867	0.103173	0.123314	0.118127	0.100129	0.0896896	0.100298	0.104935	0.119432	0.129804	0.113033	0.0992221	0.10085	0.100351	0.103194	0.111697
NaN	0.144112	0.143034	0.153267	0.134841	0.133349	0.112179	0.0968686	0.104419	0.112563	0.101629	0.123737	0.109046	0.0952029	0.110474	0.0933873	0.0980724	0.119488	0.147324	0.0769489	0.158558	0.147914	0.0902944	0.127911	0.109169	0.1089	0.107265	0.131629	0.106241	0.101117	0.12395	0.109432	0.105606	0.108557	0.112339	0.10071	0.106882	0.117005	0.111262	0.0935603	0.0901038	0.106301	0.10478	0.115501	0.114073	0.116838	0.104702	0.0979801	0.0941044	0.102769	0.105378
NaN	0.13865	0.131277	0.129019	0.153201	0.128057	0.10544	0.0908555	0.111083	0.114774	0.0911034	0.117049	0.112601	0.096831	0.119748	0.0896203	0.0885657	0.11801	0.119108	0.0822238	0.127133	0.212795	0.0532704	0.148314	0.103607	0.107857	0.102373	0.121536	0.102216	0.100365	0.119309	0.109851	0.101752	0.109651	0.0997192	0.100289	0.10188	0.122226	0.129803	0.0927045	0.0803869	0.101172	0.105828	0.103851	0.123397	0.115024	0.100056	0.0942424	0.097515	0.108689	0.111716
NaN	0.129413	0.108731	0.101447	0.108409	0.0938907	0.0945938	0.0937509	0.115493	0.117998	0.0989099	0.118429	0.100329	0.0893676	0.112981	0.0841052	0.0664218	0.124926	0.134725	0.0844422	0.187674	0.231628	0.113114	0.144354	0.0987252	0.102373	0.100814	0.127361	0.101318	0.0975368	0.119144	0.0958164	0.100274	0.094193	0.102253	0.107202	0.11073	0.112444	0.122132	0.0921544	0.0839979	0.0977218	0.106102	0.116466	0.117764	0.1207	0.105384	0.099006	0.103331	0.104041	0.103645
NaN	0.131912	0.107657	0.0769045	0.0750383	0.08127	0.0738663	0.0972046	0.120085	0.11561	0.0905709	0.111984	0.089053	0.0745282	0.103484	0.0836177	0.0709079	0.137498	0.139301	0.150559	0.222888	0.210473	0.100413	0.155735	0.0978309	0.0979927	0.0828618	0.111869	0.0833972	0.0898972	0.121835	0.104058	0.0949665	0.0979283	0.097141	0.0950423	0.0973763	0.127933	0.119671	0.0852957	0.0871598	0.105223	0.0919206	0.0974766	0.108376	0.106167	0.100153	0.085986	0.0931703	0.0898487	0.0961619
NaN	0.128494	0.0950115	0.0777696	0.0643322	0.0558599	0.0379379	0.0850971	0.113685	0.100195	0.0844341	0.0992162	0.0886013	0.0610549	0.0805967	0.0514494	0.0564025	0.132893	0.155283	0.140102	0.209303	0.237017	0.102269	0.138283	0.095004	0.0853417	0.0805072	0.113633	0.104627	0.0747815	0.117667	0.0942873	0.0914063	0.102718	0.0815384	0.092972	0.0843721	0.11316	0.131876	0.0903603	0.0708325	0.0892536	0.0941552	0.0939879	0.113812	0.108958	0.0878363	0.0806312	0.0870641	0.085313	0.0887264
